日付,銘柄名,コード,業種,TOPIXに占める個別銘柄のウエイト,ニューインデックス区分
20260529,中央倉庫,9319,倉庫・運輸関連業,0.0017%,TOPIX Small 2
20260529,安田倉庫,9324,倉庫・運輸関連業,0.0028%,TOPIX Small 2
20260529,ＮＩＳＳＯホールディングス,9332,サービス業,0.0009%,TOPIX Small 2
20260529,大栄環境,9336,サービス業,0.0159%,TOPIX Small 1
20260529,ＧＥＮＯＶＡ,9341,サービス業,0.0006%,TOPIX Small 2
20260529,日本管財ホールディングス,9347,サービス業,0.0054%,TOPIX Small 2
20260529,上組,9364,倉庫・運輸関連業,0.0376%,TOPIX Mid400
20260529,キユーソー流通システム,9369,倉庫・運輸関連業,0.0033%,TOPIX Small 2
20260529,エーアイテイー,9381,倉庫・運輸関連業,0.0025%,TOPIX Small 2
20260529,ＴＢＳホールディングス,9401,情報・通信業,0.0520%,TOPIX Mid400
20260529,日本テレビホールディングス,9404,情報・通信業,0.0451%,TOPIX Mid400
20260529,朝日放送グループホールディングス,9405,情報・通信業,0.0019%,TOPIX Small 2
20260529,テレビ朝日ホールディングス,9409,情報・通信業,0.0138%,TOPIX Small 1
20260529,スカパーＪＳＡＴ,9412,情報・通信業,0.0539%,TOPIX Small 1
20260529,テレビ東京ホールディングス,9413,情報・通信業,0.0042%,TOPIX Small 1
20260529,ビジョン,9416,情報・通信業,0.0040%,TOPIX Small 1
20260529,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,9418,情報・通信業,0.0098%,TOPIX Small 1
20260529,日本通信,9424,情報・通信業,0.0017%,TOPIX Small 2
20260529,ＮＴＴ,9432,情報・通信業,0.7436%,TOPIX Core30
20260529,ＫＤＤＩ,9433,情報・通信業,0.6972%,TOPIX Core30
20260529,ソフトバンク,9434,情報・通信業,0.6280%,TOPIX Core30
20260529,光通信,9435,情報・通信業,0.0652%,TOPIX Mid400
20260529,エムティーアイ,9438,情報・通信業,0.0007%,TOPIX Small 2
20260529,ＧＭＯインターネットグループ,9449,情報・通信業,0.0191%,TOPIX Mid400
20260529,ファイバーゲート,9450,情報・通信業,0.0006%,TOPIX Small 2
20260529,ＫＡＤＯＫＡＷＡ,9468,情報・通信業,0.0321%,TOPIX Mid400
20260529,学研ホールディングス,9470,情報・通信業,0.0029%,TOPIX Small 2
20260529,ゼンリン,9474,情報・通信業,0.0024%,TOPIX Small 2
20260529,東京電力ホールディングス,9501,電気・ガス業,0.0919%,TOPIX Mid400
20260529,中部電力,9502,電気・ガス業,0.1947%,TOPIX Mid400
20260529,関西電力,9503,電気・ガス業,0.2287%,TOPIX Mid400
20260529,中国電力,9504,電気・ガス業,0.0275%,TOPIX Mid400
20260529,北陸電力,9505,電気・ガス業,0.0154%,TOPIX Mid400
20260529,東北電力,9506,電気・ガス業,0.0479%,TOPIX Mid400
20260529,四国電力,9507,電気・ガス業,0.0245%,TOPIX Mid400
20260529,九州電力,9508,電気・ガス業,0.0682%,TOPIX Mid400
20260529,北海道電力,9509,電気・ガス業,0.0190%,TOPIX Mid400
20260529,沖縄電力,9511,電気・ガス業,0.0042%,TOPIX Small 1
20260529,電源開発,9513,電気・ガス業,0.0546%,TOPIX Mid400
20260529,エフオン,9514,電気・ガス業,0.0005%,TOPIX Small 2
20260529,イーレックス,9517,電気・ガス業,0.0030%,TOPIX Small 2
20260529,レノバ,9519,電気・ガス業,0.0059%,TOPIX Small 1
20260529,東京瓦斯,9531,電気・ガス業,0.1877%,TOPIX Mid400
20260529,大阪瓦斯,9532,電気・ガス業,0.1729%,TOPIX Mid400
20260529,東邦瓦斯,9533,電気・ガス業,0.0304%,TOPIX Mid400
20260529,北海道瓦斯,9534,電気・ガス業,0.0041%,TOPIX Small 2
20260529,広島ガス,9535,電気・ガス業,0.0015%,TOPIX Small 2
20260529,西部ガスホールディングス,9536,電気・ガス業,0.0045%,TOPIX Small 2
20260529,静岡ガス,9543,電気・ガス業,0.0051%,TOPIX Small 1
20260529,メタウォーター,9551,電気・ガス業,0.0085%,TOPIX Small 1
20260529,クオンツ総研ホールディングス,9552,サービス業,0.0019%,TOPIX Small 1
20260529,松竹,9601,情報・通信業,0.0106%,TOPIX Small 1
20260529,東宝,9602,情報・通信業,0.0564%,TOPIX Mid400
20260529,エイチ・アイ・エス,9603,サービス業,0.0056%,TOPIX Small 1
20260529,東映,9605,情報・通信業,0.0177%,TOPIX Small 1
20260529,ラックランド,9612,サービス業,0.0011%,TOPIX Small 2
20260529,共立メンテナンス,9616,サービス業,0.0185%,TOPIX Mid400
20260529,イチネンホールディングス,9619,サービス業,0.0038%,TOPIX Small 2
20260529,建設技術研究所,9621,サービス業,0.0052%,TOPIX Small 1
20260529,スペース,9622,サービス業,0.0019%,TOPIX Small 2
20260529,アインホールディングス,9627,小売業,0.0119%,TOPIX Mid400
20260529,燦ホールディングス,9628,サービス業,0.0021%,TOPIX Small 2
20260529,ピー・シー・エー,9629,情報・通信業,0.0015%,TOPIX Small 2
20260529,スバル興業,9632,サービス業,0.0023%,TOPIX Small 2
20260529,タナベコンサルティンググループ,9644,サービス業,0.0011%,TOPIX Small 2
20260529,ビジネスブレイン太田昭和,9658,情報・通信業,0.0020%,TOPIX Small 2
20260529,ナガワ,9663,サービス業,0.0025%,TOPIX Small 2
20260529,東京都競馬,9672,サービス業,0.0063%,TOPIX Small 1
20260529,カナモト,9678,サービス業,0.0130%,TOPIX Small 1
20260529,ＤＴＳ,9682,情報・通信業,0.0144%,TOPIX Small 1
20260529,スクウェア・エニックス・ホールディングス,9684,情報・通信業,0.0762%,TOPIX Mid400
20260529,シーイーシー,9692,情報・通信業,0.0044%,TOPIX Small 1
20260529,カプコン,9697,情報・通信業,0.1086%,TOPIX Mid400
20260529,ニシオホールディングス,9699,サービス業,0.0059%,TOPIX Small 1
20260529,アイ・エス・ビー,9702,情報・通信業,0.0020%,TOPIX Small 2
20260529,日本空港ビルデング,9706,不動産業,0.0304%,TOPIX Mid400
20260529,トランス・コスモス,9715,サービス業,0.0092%,TOPIX Small 1
20260529,乃村工藝社,9716,サービス業,0.0088%,TOPIX Small 1
20260529,藤田観光,9722,サービス業,0.0069%,TOPIX Small 1
20260529,ＫＮＴ－ＣＴホールディングス,9726,サービス業,0.0018%,TOPIX Small 2
20260529,トーカイ,9729,サービス業,0.0032%,TOPIX Small 2
20260529,セコム,9735,サービス業,0.2201%,TOPIX Large70
20260529,ＮＳＷ,9739,情報・通信業,0.0020%,TOPIX Small 2
20260529,セントラル警備保障,9740,サービス業,0.0023%,TOPIX Small 2
20260529,アイネス,9742,情報・通信業,0.0030%,TOPIX Small 2
20260529,丹青社,9743,サービス業,0.0055%,TOPIX Small 1
20260529,メイテックグループホールディングス,9744,サービス業,0.0206%,TOPIX Mid400
20260529,ＴＫＣ,9746,情報・通信業,0.0105%,TOPIX Small 1
20260529,応用地質,9755,サービス業,0.0047%,TOPIX Small 2
20260529,船井総研ホールディングス,9757,サービス業,0.0080%,TOPIX Small 1
20260529,ＮＳＤ,9759,情報・通信業,0.0163%,TOPIX Mid400
20260529,コナミグループ,9766,情報・通信業,0.1468%,TOPIX Mid400
20260529,学究社,9769,サービス業,0.0019%,TOPIX Small 2
20260529,ナック,9788,サービス業,0.0009%,TOPIX Small 2
20260529,福井コンピュータホールディングス,9790,情報・通信業,0.0030%,TOPIX Small 2
20260529,ダイセキ,9793,サービス業,0.0144%,TOPIX Small 1
20260529,ステップ,9795,サービス業,0.0015%,TOPIX Small 2
20260529,泉州電業,9824,卸売業,0.0078%,TOPIX Small 1
20260529,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,9828,小売業,0.0030%,TOPIX Small 1
20260529,トラスコ中山,9830,卸売業,0.0089%,TOPIX Small 1
20260529,ヤマダホールディングス,9831,小売業,0.0367%,TOPIX Mid400
20260529,オートバックスセブン,9832,卸売業,0.0099%,TOPIX Small 1
20260529,モリト,9837,卸売業,0.0024%,TOPIX Small 2
20260529,アークランズ,9842,小売業,0.0108%,TOPIX Small 1
20260529,ニトリホールディングス,9843,小売業,0.0810%,TOPIX Mid400
20260529,グルメ杵屋,9850,小売業,0.0015%,TOPIX Small 2
20260529,ケーユーホールディングス,9856,小売業,0.0016%,TOPIX Small 2
20260529,吉野家ホールディングス,9861,小売業,0.0224%,TOPIX Mid400
20260529,加藤産業,9869,卸売業,0.0138%,TOPIX Small 1
20260529,イノテック,9880,電気機器,0.0050%,TOPIX Small 2
20260529,イエローハット,9882,卸売業,0.0077%,TOPIX Small 1
20260529,松屋フーズホールディングス,9887,小売業,0.0046%,TOPIX Small 1
20260529,ＪＢＣＣホールディングス,9889,情報・通信業,0.0057%,TOPIX Small 1
20260529,ＪＫホールディングス,9896,卸売業,0.0017%,TOPIX Small 2
20260529,サガミホールディングス,9900,小売業,0.0051%,TOPIX Small 1
20260529,日伝,9902,卸売業,0.0027%,TOPIX Small 2
20260529,ミロク情報サービス,9928,情報・通信業,0.0026%,TOPIX Small 2
20260529,杉本商事,9932,卸売業,0.0018%,TOPIX Small 2
20260529,因幡電機産業,9934,卸売業,0.0277%,TOPIX Mid400
20260529,王将フードサービス,9936,小売業,0.0106%,TOPIX Small 1
20260529,ミニストップ,9946,小売業,0.0025%,TOPIX Small 2
20260529,アークス,9948,小売業,0.0104%,TOPIX Small 1
20260529,バローホールディングス,9956,小売業,0.0125%,TOPIX Small 1
20260529,東テク,9960,卸売業,0.0080%,TOPIX Small 1
20260529,ミスミグループ本社,9962,卸売業,0.1018%,TOPIX Mid400
20260529,ベルク,9974,小売業,0.0052%,TOPIX Small 1
20260529,大庄,9979,小売業,0.0012%,TOPIX Small 2
20260529,ファーストリテイリング,9983,小売業,1.0618%,TOPIX Core30
20260529,ソフトバンクグループ,9984,情報・通信業,2.6011%,TOPIX Core30
20260529,スズケン,9987,卸売業,0.0335%,TOPIX Mid400
20260529,サンドラッグ,9989,小売業,0.0205%,TOPIX Mid400
20260529,サックスバー　ホールディングス,9990,小売業,0.0012%,TOPIX Small 2
20260529,ジェコス,9991,卸売業,0.0021%,TOPIX Small 2
20260529,ベルーナ,9997,小売業,0.0043%,TOPIX Small 1
（注1）ニューインデックス区分欄には、「TOPIX Core30」、「TOPIX Large70」、「TOPIX Mid400」、「TOPIX Small 1」、「TOPIX Small 2」のいずれかを記載します。,,,,,
　　　それぞれの記載は、以下の指数に組入れられていることを表します。,,,,,
　　　・TOPIX Core30  … TOPIX Core30、 TOPIX 100、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Large70 … TOPIX Large70、TOPIX 100、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Mid400  … TOPIX Mid400、 TOPIX 500、 TOPIX 1000,,,,,
　　　・TOPIX Small 1 … TOPIX Small、TOPIX Small 500、 TOPIX 1000,,,,,
　　　・TOPIX Small 2 … TOPIX Small (非TOPIX 1000),,,,,
,,,,,
お問い合わせ先,,,,,
株式会社ＪＰＸ総研　インデックスビジネス部　index@jpx.co.jp,,,,,
,,,,,
【免責事項】,,,,,
・本資料の一切の権利は、株式会社ＪＰＸ総研又は株式会社ＪＰＸ総研の関連会社（以下「JPX」という。）に属しており、いかなる目的を問わず、無断複製・転載を禁じます。,,,,,
・JPXが算出する株価指数の指数値及び商標は、JPXの知的財産であり、JPXが算出する株価指数に関するすべての権利はJPXが所有しています。,,,,,
　このため、JPXが算出する株価指数を使用して、ファンドやリンク債などの金融商品を組成、売り出す場合（相対契約によるオプション、スワップ、ワラントなどのデリバティブ取引の対象にする場合を含みます。）など、,,,,,
　JPXが算出する株価指数を商業的に利用する場合には、JPXとのライセンス契約が必要となります。,,,,,
・本資料は、予告なく変更される場合があります。また、本資料に掲載されている情報の作成には万全を期していますが、当該情報の完全性を保証するものではありません。,,,,,
・当社は、本資料及び本資料から得た情報を利用したことにより発生するいかなる費用又は損害等の一切について責任を負いません。,,,,,
